code	alternate_title
11-9111.00	["Assisted Living Administrator","Assisted Living Manager","Client Services Director","Clinic Director","Clinical Director","Clinical Manager","Clinical Services Director","Clinical Supervisor","Community Health Nursing Director","Correctional Therapy Director","Dental Laboratory Manager","Emergency Medical Service Coordinator","Emergency Medical Service Manager","Emergency Medical Services Coordinator","First Aid Director","Health Administrator","Health Care Administrator","Health Care Coordinator","Health Care Facility Administrator","Health Care Manager","Health Director","Health Information Administrator","Health Information Management Corporate Director","Health Information Management Director","Health Information Manager","Health Information Managers","Health Manager","Health Services Administrator","Health Services Director","Health Unit Coordinator","Healthcare Administrator","Healthcare Manager","Hearing Therapy Director","Hospice Administrator","Hospice Director","Hospice Plan Administrator","Hospice Superintendent","Hospital Administrator","Hospital Director","Hospital Manager","Hospital Plan Administrator","Hospital Superintendent","Hospital Supervisor","Hospital Unit Coordinator","In Service Coordinator","In Service Educator","Laboratory Administrative Director","Laboratory Director","Laboratory Manager","Long Term Care Administrator","Medical Care Administrator","Medical Director","Medical Manager","Medical Office Administrator","Medical Office Coordinator","Medical Office Manager","Medical Practice Manager","Medical Records Administrator","Medical Records Supervisor","Medical Supervisor","Medicine and Health Service Manager","Mental Health Program Manager","Morgue Keeper","Nurse Administrator","Nurse Manager","Nurse Supervisor","Nurses Director","Nurses Superintendent","Nursing Administrator","Nursing Director","Nursing Home Administrator","Nursing Home Manager","Nursing Service Administrator","Nursing Service Director","Nursing Services Manager","Occupational Health Nursing Director","Occupational Therapy Director","Outpatient Services Director","Patient Relations Director","Pharmacy Manager","Physical Therapy Director","Public Health Administrator","Public Health Director","Public Health Program Manager","Recreation Therapy Director","Rehabilitation Director","Rehabilitation Services Coordinator","Respiratory Therapy Director","Speech Therapy Director","Wellness Director","Wellness Manager"]
11-9121.00	["Agricultural Research Director","Agriculture Research Director","Chemical Laboratory Chief","Chemical Plant Technical Director","Clinical Trial Manager","Director of Research","Director of Research and Development","Environmental Program Manager","Environmental Research Project Manager","Geochemical Manager","Geological Manager","Geophysical Manager","Gravity Manager","Laboratory Director","Laboratory Manager","Natural Resources Manager","Natural Science Manager","Ocean Program Administrator","Quarrying Manager","Research and Development Director","Research Coordinator","Research Development Director","Research Development Manager","Research Director","Research Manager","Research Project Coordinator","Water Team Leader","Wild Life Manager"]
11-9121.01	["Clinical Data Coordinator","Clinical Manager","Clinical Program Coordinator","Clinical Program Manager","Clinical Project Manager","Clinical Research Administrator","Clinical Research Coordinator","Clinical Research Director","Clinical Research Manager","Clinical Research Monitor","Clinical Research Nurse Coordinator","Clinical Study Manager","Clinical Trial Coordinator","Clinical Trial Manager","Clinical Trials Manager","Research Coordinator"]
11-9121.02	["Community Resource Consultant","Environmental Resource Specialist","Hydrotechnical Specialist","Hydrotechnician","Power Supply Engineer","Resource Specialist","Water Quality Specialist","Water Resource Agent","Water Resource Consultant","Water Resource Engineering Specialist","Water Resource Specialist","Water Resources Planner","Water Restoration Technician","Water Rights Specialist"]
11-9131.00	["Delivery Supervisor","Distribution Operation Supervisor (SDO)","Distribution Operations Manager","Distribution Operations Supervisor","Mail Delivery Supervisor","Mail Superintendent","Order to Delivery Supervisor","Postal Service Sectional Center Manager","Postal Superintendent","Postal Supervisor","Postmaster","Postmaster Relief (PMR)","Remote Encoding Center Manager","Remote Encoding Operations Supervisor","Service Delivery Supervisor"]
11-9141.00	["Apartment Hotel Manager","Apartment House Manager","Apartment Manager","Building Rental Manager","Building Rental Superintendent","Building Superintendent","Cemetery Manager","Commercial Property Manager","Community Association Manager","Community Director","Community Manager","Condominium Association Manager","Condominium Manager","Cooperative Manager","District Manager","Homeowner Association Manager","Housing Director","Housing Manager","Housing Project Manager","Land Acquisition Manager","Land Commissioner","Land Development Manager","Land Leases and Rentals Manager","Landlady","Landlord","Landman","Lease Administration Supervisor","Lease Administrator","Lease Buyer","Lease Operator","Leaser","Leasing Manager","Leasing Property Manager","Mall Manager","Market Manager","Market Master","Market Superintendent","Mobile Home Park Manager","Occupancy Director","Oil Lease Buyer","Oil Lease Operator","On-Site Manager","Property Administrator","Property Manager","Public Events Facilities Rental Manager","Public Housing Manager","Real Estate Administrator","Real Estate Firm Manager","Real Estate Manager","Real Estate Office Manager","Rent Control Office Manager","Rental Coordinator","Rental Manager","Renting Superintendent","Resident Manager","Residential Manager","Right of Way Supervisor","Right-of-Way Supervisor","Territory Manager","Trailer Park Manager"]
11-9151.00	["Adoption Services Manager","Adult Daycare Coordinator","Borough Coordinator","Case Manager","Case Services Manager","Casework Department Director","Casework Director","Casework Services Director","Child Welfare Director","Child Welfare Services Director","Children's Service Supervisor","Clinical Services Director","Club Manager","Community Center Director","Community Organization Director","Community Outreach Coordinator","Community Service Director","Community Service Organization Director","Community Services Director","Contract Sheltered Workshop Supervisor","Counseling Services Manager","Family Service Center Director","Field Coordination Director","Field Service Director","Group Counseling Program Director","Group Home Manager","Group Work Program Director","Home Service Director","Membership Director","Multi-Share Program Coordinator","Neighborhood Service Center Director","Non Profit Director","Non-Profit Director","Nonprofit Director","Nonprofit Manager","Offender Workforce Development Program Manager (OWDPM)","Outreach Coordinator","Parole Director","Psychiatric Social Worker Supervisor","Public Welfare Director","Rehabilitation Center Manager","Scout Work Director","Services Case Manager","Sheltered Workshop Executive Director","Social Service Agency Director","Social Service Coordinator","Social Service Director","Social Services Director","Social Services Manager","Social Welfare Administrator","Social Work Administrator","Teenage Activities Director","Teenage Program Director","Transitional Care Director","Veterans Affairs Director","Vocational Rehabilitation Administrator","Volunteer Services Director","Volunteer Services Manager","Volunteer Services Supervisor","Welfare Administrator","Welfare Director","Welfare Manager","Youth Program Director"]
11-9161.00	["Civil Defense Director","Disaster Response Director","Emergency Management Coordinator","Emergency Management System Director (EMS Director)","Emergency Planning and Response Manager","Emergency Preparedness Coordinator","Emergency Services Director","Emergency Services Program Coordinator","Public Safety Director","Relocation Director"]
11-9171.00	["Arranging Funeral Director","Funeral Home Director","Funeral Home General Manager","Funeral Home Location Manager","Funeral Home Manager","Funeral Sales Manager","Funeral Service Manager","Mortuary Operations Manager","Sales Manager, Prearranged Funerals"]
11-9179.00	
11-9179.01	["Campus Wellness Coordinator","Certified Wellness Program Coordinator","Certified Wellness Program Manager","Chief Wellness Officer","City Wellness Coordinator","Corporate Fitness Program Coordinator","Corporate Wellness Coordinator","County Public Health Wellness Coordinator","Employee Assistance Program Wellness Coordinator","Employee Wellness\/Fitness Coordinator","Executive Wellness Programs Director","Fitness and Wellness Coordinator","Fitness and Wellness Director","Fitness and Wellness Manager","Fitness Coordinator","Fitness Director","Fitness Manager","Fitness Studio Manager","Fitness Supervisor","Fitness\/Wellness Director","Group Fitness Manager (GFM)","Health and Wellness Coordinator","Health Manager","Health Wellness Coordinator","Health, Wellness, and Nutrition Coordinator","Hospital Wellness Coordinator","Lifestyle Director","Sports, Fitness, and Wellness Director","State Public Health Wellness Coordinator","Wellness Ambassador","Wellness Coach","Wellness Coordinator","Wellness Director","Wellness Manager","Wellness Program Coordinator","Worksite Wellness Practitioner"]
